Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
COMRADE SUNIL GOPAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2054,Madhya Pradesh,GWALIOR,S12,3
PRAJESH CHOUDHARY,Independent,1981,Madhya Pradesh,GWALIOR,S12,3
RAM PATHWAR KORI (RAMSEBAK),Independent,1687,Madhya Pradesh,GWALIOR,S12,3
K. P. KAMTE,Bharatiya Rashtriya Mazdoor Dal,1607,Madhya Pradesh,GWALIOR,S12,3
MADAN MOHAN URF MOHAN SINGH TOMAR,Bhartiya Jan Yug Party,1477,Madhya Pradesh,GWALIOR,S12,3
KISHAN LAL KUSHWAH,Rashtriya Samanta Dal,1412,Madhya Pradesh,GWALIOR,S12,3
VIKAS SHARMA,Bharatiya Navyuvak Party,1408,Madhya Pradesh,GWALIOR,S12,3
GEETA RAJPUT,Al-Hind Party,1067,Madhya Pradesh,GWALIOR,S12,3
None of the Above,None of the Above,4219,Madhya Pradesh,GWALIOR,S12,3
JYOTIRADITYA M SCINDIA,Indian National Congress,517036,Madhya Pradesh,GUNA,S12,4
JAIBHANSINGH PAWAIYA,Bharatiya Janata Party,396244,Madhya Pradesh,GUNA,S12,4
LAKHAN SINGH BAGHEL,Bahujan Samaj Party,27412,Madhya Pradesh,GUNA,S12,4
LALLI RAM RAI,Independent,5575,Madhya Pradesh,GUNA,S12,4
SHAILENDRA SINGH KUSHWAH,Aam Aadmi Party,4073,Madhya Pradesh,GUNA,S12,4
GIRRAJ YADAV,Independent,3294,Madhya Pradesh,GUNA,S12,4
MAHENDRA KUMAR,Independent,2845,Madhya Pradesh,GUNA,S12,4
CHANDRAPAL SINGH TOMAR,Independent,2197,Madhya Pradesh,GUNA,S12,4
NARAYANRAO GUPCHUP,Independent,2079,Madhya Pradesh,GUNA,S12,4
NAND KISHORE TYAGI,Independent,2072,Madhya Pradesh,GUNA,S12,4
ANWAR KHAN,Independent,1321,Madhya Pradesh,GUNA,S12,4
None of the Above,None of the Above,12481,Madhya Pradesh,GUNA,S12,4
LAXMI NARAYAN YADAV,Bharatiya Janata Party,482580,Madhya Pradesh,SAGAR,S12,5
GOVIND SINGH RAJPUT,Indian National Congress,361843,Madhya Pradesh,SAGAR,S12,5
SAROJ KATIYAR KURMI,Bahujan Samaj Party,19917,Madhya Pradesh,SAGAR,S12,5
ATUL MISHRA,Aam Aadmi Party,6328,Madhya Pradesh,SAGAR,S12,5
M. HANIF QURASHI,Independent,3856,Madhya Pradesh,SAGAR,S12,5
SHITIN KESHRWANI,Independent,2020,Madhya Pradesh,SAGAR,S12,5
MAHENDRA KUMAR CHOUDHARY,Independent,1632,Madhya Pradesh,SAGAR,S12,5
VINAY KUMAR,Bhartiya Shakti Chetna Party,1565,Madhya Pradesh,SAGAR,S12,5
BHARAT SEN ADVOCATE,Independent,1556,Madhya Pradesh,SAGAR,S12,5
KASHIRAM PATEL,Gondvana Gantantra Party,1128,Madhya Pradesh,SAGAR,S12,5
None of the Above,None of the Above,9504,Madhya Pradesh,SAGAR,S12,5
DR. VIRENDRA KUMAR,Bharatiya Janata Party,422979,Madhya Pradesh,TIKAMGARH,S12,6
AHIRWAR DR. KAMLESH VERMA,Indian National Congress,214248,Madhya Pradesh,TIKAMGARH,S12,6
DR. AMBESH KUMARI AHIRWAR,Samajwadi Party,47497,Madhya Pradesh,TIKAMGARH,S12,6
AHIRWAR SEWAK RAM,Bahujan Samaj Party,23975,Madhya Pradesh,TIKAMGARH,S12,6
KHANGAR NEERAJ,Communist Party of India,15194,Madhya Pradesh,TIKAMGARH,S12,6
GIRDHARI LAL KORI,Independent,5219,Madhya Pradesh,TIKAMGARH,S12,6
RAMESH CHAND VERMA,Aam Aadmi Party,4992,Madhya Pradesh,TIKAMGARH,S12,6
LAKHAN LAL CHADHAR,Independent,4548,Madhya Pradesh,TIKAMGARH,S12,6
BHAGWAN DAS BANSHKAR,Independent,4400,Madhya Pradesh,TIKAMGARH,S12,6
CHATURBHUJ SNEHI,Independent,4035,Madhya Pradesh,TIKAMGARH,S12,6
SHEEL CHANDRA AHIRWAR,Independent,3855,Madhya Pradesh,TIKAMGARH,S12,6
AHIRWAR RAMCHARAN,Poorvanchal Rashtriya Congress,3094,Madhya Pradesh,TIKAMGARH,S12,6
GANESH KUMHAR,Independent,2230,Madhya Pradesh,TIKAMGARH,S12,6
None of the Above,None of the Above,10055,Madhya Pradesh,TIKAMGARH,S12,6
PRAHALAD SINGH PATEL,Bharatiya Janata Party,513079,Madhya Pradesh,DAMOH,S12,7
CHOUDHARY MAHENDRA PRATAP SINGH,Indian National Congress,299780,Madhya Pradesh,DAMOH,S12,7
DEVENDRA CHAOURASIA,Bahujan Samaj Party,31519,Madhya Pradesh,DAMOH,S12,7
DIVAN UPENDR PRATAP SINGH (RAJA SAB),Bhartiya Shakti Chetna Party,16350,Madhya Pradesh,DAMOH,S12,7
SANTOSH BHARTI,Aam Aadmi Party,11298,Madhya Pradesh,DAMOH,S12,7
PRAHLAD SINGH LODI,Independent,9343,Madhya Pradesh,DAMOH,S12,7
PRAHLAD SINGH PATEL,Independent,9266,Madhya Pradesh,DAMOH,S12,7
DR.GULAB KHAN MASTER,Independent,3429,Madhya Pradesh,DAMOH,S12,7
ANANT LAL BASOR,Independent,2836,Madhya Pradesh,DAMOH,S12,7
IRFAN KHAN,Independent,2580,Madhya Pradesh,DAMOH,S12,7
None of the Above,None of the Above,12600,Madhya Pradesh,DAMOH,S12,7
NAGENDRA SINGH,Bharatiya Janata Party,474966,Madhya Pradesh,KHAJURAHO,S12,8
RAJA PATERIA,Indian National Congress,227476,Madhya Pradesh,KHAJURAHO,S12,8
RAM LAKHAN SINGH,Bahujan Samaj Party,60368,Madhya Pradesh,KHAJURAHO,S12,8
SIDDHARTH SUKHLAL KUSHWAHA,Samajwadi Party,40069,Madhya Pradesh,KHAJURAHO,S12,8
RAM NATH LODHEE,Independent,13826,Madhya Pradesh,KHAJURAHO,S12,8
SHRIDHAR KHARE,Independent,10997,Madhya Pradesh,KHAJURAHO,S12,8
AMIT BHATNAGAR,Aam Aadmi Party,8930,Madhya Pradesh,KHAJURAHO,S12,8
JAYANT PRATAP SINGH / VIJAY SINGH,Independent,5906,Madhya Pradesh,KHAJURAHO,S12,8
AYENDRA  KUMAR SHARMA,Independent,4084,Madhya Pradesh,KHAJURAHO,S12,8
ANWAR KHAN,Independent,3505,Madhya Pradesh,KHAJURAHO,S12,8
SANJEEV KUMAR MISHRA,All India Forward Bloc,3187,Madhya Pradesh,KHAJURAHO,S12,8
MAHESH CHANDRA,Rashtriya Samanta Dal,3012,Madhya Pradesh,KHAJURAHO,S12,8
AVNISH TIWARI,Shivsena,2625,Madhya Pradesh,KHAJURAHO,S12,8
JAGDEESH KUMAR PATEL,Apna Dal,2549,Madhya Pradesh,KHAJURAHO,S12,8
SMT. DURGA SHARMA / ALIAS MADHU KAPIL,Bundelkhand Congress,1936,Madhya Pradesh,KHAJURAHO,S12,8
KRISHAN SHARAN BHAIYA RAJA BUNDELA,Brihattar Bharat Prajatantra Sewa Party,1679,Madhya Pradesh,KHAJURAHO,S12,8
IMRAN,Peace Party,1484,Madhya Pradesh,KHAJURAHO,S12,8
None of the Above,None of the Above,7878,Madhya Pradesh,KHAJURAHO,S12,8
GANESH SINGH,Bharatiya Janata Party,375288,Madhya Pradesh,SATNA,S12,9
AJAY  SINGH RAHUL BHAIYYA,Indian National Congress,366600,Madhya Pradesh,SATNA,S12,9
DHARMENDRA SINGH TIWARI,Bahujan Samaj Party,124602,Madhya Pradesh,SATNA,S12,9
SHRI RAM SHUKLA RAJJAN,Independent,7986,Madhya Pradesh,SATNA,S12,9
JAGDISH SINGH,Aam Aadmi Party,7925,Madhya Pradesh,SATNA,S12,9
BIRENDRA BHAI PATEL,Independent,5305,Madhya Pradesh,SATNA,S12,9
KESHAV PRASAD TRIPATHI AD. K.P.,Independent,2253,Madhya Pradesh,SATNA,S12,9
SHYAM LAL KUSHWAHA,Gondvana Gantantra Party,2155,Madhya Pradesh,SATNA,S12,9
AJAY PRATAP SINGH,Independent,2021,Madhya Pradesh,SATNA,S12,9
ASHOK KUMAR SAKET,Independent,1694,Madhya Pradesh,SATNA,S12,9
DADHIBAL PRASAD PATEL,Apna Dal,1503,Madhya Pradesh,SATNA,S12,9
RAJ KUMAR GOTAM,Bhartiya Shakti Chetna Party,1202,Madhya Pradesh,SATNA,S12,9
MAHGOO SINGH MUTHEL,Dalit Vikas Party(Bharat),950,Madhya Pradesh,SATNA,S12,9
VINOD KUMAR RAVI,Bhartiya Shramik Dal Socialist,924,Madhya Pradesh,SATNA,S12,9
None of the Above,None of the Above,13036,Madhya Pradesh,SATNA,S12,9
JANARDAN MISHRA,Bharatiya Janata Party,383320,Madhya Pradesh,REWA,S12,10
SUNDERLAL TIWARI,Indian National Congress,214594,Madhya Pradesh,REWA,S12,10
DEORAJ SINGH PATEL,Bahujan Samaj Party,175567,Madhya Pradesh,REWA,S12,10
ABDUL WAFATI ANSARI URF YUVRAJ TAILORS,Samata Party,7527,Madhya Pradesh,REWA,S12,10
PURNANAND TIWARI,Aam Aadmi Party,5835,Madhya Pradesh,REWA,S12,10
VISHWA NATH DWIVEDI,Independent,5057,Madhya Pradesh,REWA,S12,10
PRAMOD TIWARI,Bhartiya Shakti Chetna Party,4794,Madhya Pradesh,REWA,S12,10
BRAMHADATTA MISHRA URF CHHOTE,Independent,4718,Madhya Pradesh,REWA,S12,10
PRABHUNATH PRASAD SAKET,Independent,4389,Madhya Pradesh,REWA,S12,10
JANARDAN MISHRA,Independent,3608,Madhya Pradesh,REWA,S12,10
GIRISH KUMAR GAUTAM,Independent,3260,Madhya Pradesh,REWA,S12,10
R.D. VISHWAKARMA,Apna Dal,3164,Madhya Pradesh,REWA,S12,10
RAMKISHAN NIRAT (SAKET),Republican Party of India (A),2055,Madhya Pradesh,REWA,S12,10
MANGLESHWAR BHAIYA,Naya Daur Party,1456,Madhya Pradesh,REWA,S12,10
None of the Above,None of the Above,10658,Madhya Pradesh,REWA,S12,10
RITI PATHAK,Bharatiya Janata Party,475678,Madhya Pradesh,SIDHI,S12,11
INDRAJEET KUMAR,Indian National Congress,367632,Madhya Pradesh,SIDHI,S12,11
RAMA SHANKAR SHAHWAL,Bahujan Samaj Party,39387,Madhya Pradesh,SIDHI,S12,11
PUSPENDRA SINGH,Gondvana Gantantra Party,23298,Madhya Pradesh,SIDHI,S12,11
BHAGAWATI CHARAN PANDEY(NEELU),Independent,10725,Madhya Pradesh,SIDHI,S12,11
SMT.  ASHA SINGH,Rashtriya Apna Dal,10037,Madhya Pradesh,SIDHI,S12,11
PANKAJ SINGH PATEL,Aam Aadmi Party,9691,Madhya Pradesh,SIDHI,S12,11
RAMAKANT PANDEY MALAIHNA,Independent,7579,Madhya Pradesh,SIDHI,S12,11
"SUNIL SONI ""KHADDI-42""",Bahujan Sangharshh Dal,6627,Madhya Pradesh,SIDHI,S12,11
SANAT KUMAR TRIPATHI,Bhartiya Shakti Chetna Party,5830,Madhya Pradesh,SIDHI,S12,11
BRAHMANAND PRATAP SINGH,Independent,5472,Madhya Pradesh,SIDHI,S12,11
URMILA,Communist Party of India (Marxist-Leninist) Red Star,4348,Madhya Pradesh,SIDHI,S12,11
MOHD. JAHANGEER ANSARI,Independent,3763,Madhya Pradesh,SIDHI,S12,11
LAL BAHADUR SINGH,Samata Samadhan Party,1979,Madhya Pradesh,SIDHI,S12,11
None of the Above,None of the Above,17350,Madhya Pradesh,SIDHI,S12,11
DALPAT SINGH PARASTE,Bharatiya Janata Party,525419,Madhya Pradesh,SHAHDOL,S12,12
RAJES NANDINI SINGH,Indian National Congress,284118,Madhya Pradesh,SHAHDOL,S12,12
PARMESHWAR SINGH,Communist Party of India,27619,Madhya Pradesh,SHAHDOL,S12,12
RAMRATAN SINGH PAWLEY,Gondvana Gantantra Party,20834,Madhya Pradesh,SHAHDOL,S12,12
ER. VIJAY KUMAR KOL,Aam Aadmi Party,20312,Madhya Pradesh,SHAHDOL,S12,12
PHOOL SINGH PARASTE,Bahujan Samaj Party,19409,Madhya Pradesh,SHAHDOL,S12,12
LALA KOL,Independent,8288,Madhya Pradesh,SHAHDOL,S12,12
MAHAVEER PARSHAD MANJHI,Independent,7507,Madhya Pradesh,SHAHDOL,S12,12
JOGENDRA SINGH,Bahujan Mukti Party,7151,Madhya Pradesh,SHAHDOL,S12,12
RAJU BAIGA,Independent,6647,Madhya Pradesh,SHAHDOL,S12,12
YOGESH KUMAR SINGH AD.,Samajwadi Party,5580,Madhya Pradesh,SHAHDOL,S12,12
RAM GOPAL SINGH,Bhartiya Shakti Chetna Party,5320,Madhya Pradesh,SHAHDOL,S12,12
SAHDEV SINGH PARASTE,National Peoples Party,5089,Madhya Pradesh,SHAHDOL,S12,12
RAM SINGH,Chhattisgarh Swabhiman Manch,3849,Madhya Pradesh,SHAHDOL,S12,12
None of the Above,None of the Above,21376,Madhya Pradesh,SHAHDOL,S12,12
RAKESH SINGH,Bharatiya Janata Party,564609,Madhya Pradesh,JABALPUR,S12,13
VIVEK KRISHNA TANKHA,Indian National Congress,355970,Madhya Pradesh,JABALPUR,S12,13
AFTAB ALAM,Bahujan Samaj Party,16008,Madhya Pradesh,JABALPUR,S12,13
"CAPTAIN HANFEE, VEER CHAKRA",Aam Aadmi Party,15977,Madhya Pradesh,JABALPUR,S12,13
MOHD. ADIL,Indian Union Muslim League,9053,Madhya Pradesh,JABALPUR,S12,13
VIRENDRA KUMAR SHARMA,Independent,7164,Madhya Pradesh,JABALPUR,S12,13
VINAY KUMAR JAIN,Independent,6400,Madhya Pradesh,JABALPUR,S12,13
MANAK LAL GONTIYA,Ambedkarite Party of India,4261,Madhya Pradesh,JABALPUR,S12,13
NAVEEN JAIN (YOGACHARYA),Independent,2990,Madhya Pradesh,JABALPUR,S12,13
VIKRANT,Independent,2797,Madhya Pradesh,JABALPUR,S12,13
LAL DASH,Gondvana Gantantra Party,2234,Madhya Pradesh,JABALPUR,S12,13
DR. DHAI AKSHAR (RAKESH SONKAR),Independent,2007,Madhya Pradesh,JABALPUR,S12,13
DIGVIJAY SINGH (SENIOR JOURNLIST),Bhartiya Shakti Chetna Party,1852,Madhya Pradesh,JABALPUR,S12,13
MALKHAN PATEL,Independent,1562,Madhya Pradesh,JABALPUR,S12,13
"ER. PRAVIN GAJBHIYE ""DADA""",Bahujan Mukti Party,1412,Madhya Pradesh,JABALPUR,S12,13
None of the Above,None of the Above,7888,Madhya Pradesh,JABALPUR,S12,13
FAGGAN SINGH KULASTE,Bharatiya Janata Party,585720,Madhya Pradesh,MANDLA,S12,14
OMKAR SINGH MARKAM,Indian National Congress,475251,Madhya Pradesh,MANDLA,S12,14
ANUJ GANGA SINGH PATTA,Gondvana Gantantra Party,56572,Madhya Pradesh,MANDLA,S12,14
SHAMBHU SINGH MARAVI,Bahujan Samaj Party,21266,Madhya Pradesh,MANDLA,S12,14
INDER SINGH UIKEY,Ambedkarite Party of India,11930,Madhya Pradesh,MANDLA,S12,14
KHUMAN SINGH ARMO,Aam Aadmi Party,11548,Madhya Pradesh,MANDLA,S12,14
GHANSHYAM KUDAPE,Independent,11265,Madhya Pradesh,MANDLA,S12,14
MAHATALAL BARKADE,National Peoples Party,6724,Madhya Pradesh,MANDLA,S12,14
PHOOL SINGH DHURWEY,Chhattisgarh Swabhiman Manch,4980,Madhya Pradesh,MANDLA,S12,14
BAISHAKHOO MARAVI,Bhartiya Satya Sangharsh Party,4956,Madhya Pradesh,MANDLA,S12,14
None of the Above,None of the Above,28306,Madhya Pradesh,MANDLA,S12,14
BODHSINGH BHAGAT,Bharatiya Janata Party,480594,Madhya Pradesh,BALAGHAT,S12,15
HINA LIKHIRAM KAWRE,Indian National Congress,384553,Madhya Pradesh,BALAGHAT,S12,15
ANUBHA MUNJARE,Samajwadi Party,99392,Madhya Pradesh,BALAGHAT,S12,15
"""YOGESH NANAJI SAMRITE""",Bahujan Samaj Party,46345,Madhya Pradesh,BALAGHAT,S12,15
ASHOK KUMAR MASIH,Communist Party of India,20297,Madhya Pradesh,BALAGHAT,S12,15
SMT. HIRASAN UIKEY,Gondvana Gantantra Party,15801,Madhya Pradesh,BALAGHAT,S12,15
JABALPUR HIGH COURT ADVOCATE AND WRITER SUKHARAM ASTKAR LANJI,Independent,11767,Madhya Pradesh,BALAGHAT,S12,15
"""SANDEEP SONI""",Independent,10444,Madhya Pradesh,BALAGHAT,S12,15
U. K. CHOUDHARY (MUNNA BHAIYA),Aam Aadmi Party,9898,Madhya Pradesh,BALAGHAT,S12,15
SHANKAR KANSRE LODHI (SAMAJ SEWAK),Independent,6374,Madhya Pradesh,BALAGHAT,S12,15
LAXMINARAYAN DEHARIYA,Bahujan Mukti Party,4427,Madhya Pradesh,BALAGHAT,S12,15
VIVEK MISHRA (LALU BHAIYA),Jai Maha Bharath Party,4397,Madhya Pradesh,BALAGHAT,S12,15
GAUTAM RAMTEKE,Republican Party of India (Khobragade),3250,Madhya Pradesh,BALAGHAT,S12,15
DR. ASRA ANJUM FAROOQUI,Republican Party of India (A),3243,Madhya Pradesh,BALAGHAT,S12,15
NANDLAL UIKEY,Chhattisgarh Swabhiman Manch,3008,Madhya Pradesh,BALAGHAT,S12,15
ASIF KHAN,Minorities Democratic Party,2652,Madhya Pradesh,BALAGHAT,S12,15
None of the Above,None of the Above,6922,Madhya Pradesh,BALAGHAT,S12,15
KAMAL NATH,Indian National Congress,559755,Madhya Pradesh,CHHINDWARA,S12,16
CHOUDHARY CHANDRABHAN KUBER SINGH,Bharatiya Janata Party,443218,Madhya Pradesh,CHHINDWARA,S12,16
PARDESHI HARTAPSHAH TIRGAM,Gondvana Gantantra Party,25628,Madhya Pradesh,CHHINDWARA,S12,16
SITARAM SAREYAM,Independent,12762,Madhya Pradesh,CHHINDWARA,S12,16
NITINKUMAR SAHU,Bahujan Samaj Party,12241,Madhya Pradesh,CHHINDWARA,S12,16
DHANIRAM YADUVANSHI,Independent,6601,Madhya Pradesh,CHHINDWARA,S12,16
MAHESH MADHAVLAL DUBEY,Aam Aadmi Party,5696,Madhya Pradesh,CHHINDWARA,S12,16
DWARKA PRASAD PAHADE,Independent,3450,Madhya Pradesh,CHHINDWARA,S12,16
JALASRAM NAGWANSHI,Independent,3117,Madhya Pradesh,CHHINDWARA,S12,16
RAMESH PATIL,Ambedkarite Party of India,2872,Madhya Pradesh,CHHINDWARA,S12,16
ARVIND DONGRE,Bahujan Mukti Party,2484,Madhya Pradesh,CHHINDWARA,S12,16
ER. KRIPA SHANKAR YADAV,Independent,2140,Madhya Pradesh,CHHINDWARA,S12,16
SUBHASH SHUKLA,Samajwadi Party,2035,Madhya Pradesh,CHHINDWARA,S12,16
None of the Above,None of the Above,25499,Madhya Pradesh,CHHINDWARA,S12,16
UDAY PRATAP SINGH,Bharatiya Janata Party,669128,Madhya Pradesh,HOSHANGABAD,S12,17
"DEVENDRA PATEL ""GUDDU BHAIYA""",Indian National Congress,279168,Madhya Pradesh,HOSHANGABAD,S12,17
MAYA VISHWAKARMA,Aam Aadmi Party,17837,Madhya Pradesh,HOSHANGABAD,S12,17
PRADEEP AHIRWAR,Bahujan Samaj Party,14154,Madhya Pradesh,HOSHANGABAD,S12,17
Devendra Patel urf Gudda Bhaiyya,Independent,13412,Madhya Pradesh,HOSHANGABAD,S12,17
MUKESH BABU AHIRWAR,Independent,7132,Madhya Pradesh,HOSHANGABAD,S12,17
UDAY PRATAP  SINGH,Independent,6378,Madhya Pradesh,HOSHANGABAD,S12,17
JAY PRAKASH PATEL,Gondvana Gantantra Party,5225,Madhya Pradesh,HOSHANGABAD,S12,17
None of the Above,None of the Above,18741,Madhya Pradesh,HOSHANGABAD,S12,17
SUSHMA SWARAJ,Bharatiya Janata Party,714348,Madhya Pradesh,VIDISHA,S12,18
LAKSHMAN SINGH,Indian National Congress,303650,Madhya Pradesh,VIDISHA,S12,18
KAMLESH SALLAM,Gondvana Gantantra Party,10824,Madhya Pradesh,VIDISHA,S12,18
AMAR SINGH PATEL,Bahujan Samaj Party,9699,Madhya Pradesh,VIDISHA,S12,18
CHANDRESH SINGH,Independent,5359,Madhya Pradesh,VIDISHA,S12,18
ENGINEEAR BHAGWAT SINGH RAJPUT,Aam Aadmi Party,5204,Madhya Pradesh,VIDISHA,S12,18
RAMDAYAL KORI,Independent,4159,Madhya Pradesh,VIDISHA,S12,18
MANOJ KUMAR YADAV,Samajwadi Party,3293,Madhya Pradesh,VIDISHA,S12,18
SHOIAB KHAN,Prajatantrik Samadhan Party,2200,Madhya Pradesh,VIDISHA,S12,18
GANESH RAJAK,Samata Party,1761,Madhya Pradesh,VIDISHA,S12,18
NARMADA PRASHAD AHIRWAR,Bahujan Mukti Party,1270,Madhya Pradesh,VIDISHA,S12,18
BABULAL,Samata Samadhan Party,1088,Madhya Pradesh,VIDISHA,S12,18
None of the Above,None of the Above,10618,Madhya Pradesh,VIDISHA,S12,18
ALOK SANJAR,Bharatiya Janata Party,714178,Madhya Pradesh,BHOPAL,S12,19
P C SHARMA (PRAKASH MANGILAL SHARMA ),Indian National Congress,343482,Madhya Pradesh,BHOPAL,S12,19
RACHNA DHINGRA,Aam Aadmi Party,21298,Madhya Pradesh,BHOPAL,S12,19
SUNIL BORSE,Bahujan Samaj Party,10152,Madhya Pradesh,BHOPAL,S12,19
SHAILENDRA KUMAR SHAILI,Communist Party of India,7643,Madhya Pradesh,BHOPAL,S12,19
SHEEBA MALIK,Samajwadi Party,5742,Madhya Pradesh,BHOPAL,S12,19
MASTER SAJID SIDDIQUI,SOCIAL DEMOCRATIC PARTY OF INDIA,5557,Madhya Pradesh,BHOPAL,S12,19
ABDUL TAHIR (BABLU - ADVOCATE),Independent,1878,Madhya Pradesh,BHOPAL,S12,19
COLONEL KESARI SINGH,Independent,1840,Madhya Pradesh,BHOPAL,S12,19
VIJAY KUMAR,Communist Party of India (Marxist-Leninist) Red Star,1494,Madhya Pradesh,BHOPAL,S12,19
RAJESH KEER,Bahujan Mukti Party,1348,Madhya Pradesh,BHOPAL,S12,19
SATISH BABU NAIDU,Independent,832,Madhya Pradesh,BHOPAL,S12,19
RAJARAM MEHAR,Proutist Sarva Samaj,796,Madhya Pradesh,BHOPAL,S12,19
MUKESH KUMAR BANSAL,Samta Vikas Party,763,Madhya Pradesh,BHOPAL,S12,19
BRAJENDRA GAPPU CHATURVEDI,Independent,684,Madhya Pradesh,BHOPAL,S12,19
GUNDESH KHAMBRA,Independent,681,Madhya Pradesh,BHOPAL,S12,19
J C BARAI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),628,Madhya Pradesh,BHOPAL,S12,19
MD. ATEEK,Prajatantrik Samadhan Party,625,Madhya Pradesh,BHOPAL,S12,19
BADSHAH KHAN,Naya Daur Party,622,Madhya Pradesh,BHOPAL,S12,19
M C MITTAL JAI GURUDEO TATDHARI,Independent,620,Madhya Pradesh,BHOPAL,S12,19
GAUTAM SHINDE,Apna Dal,614,Madhya Pradesh,BHOPAL,S12,19
MAHANT GOPAL DAS BABA SHAHAB,Independent,570,Madhya Pradesh,BHOPAL,S12,19
MEHBOOB KHAN,Independent,569,Madhya Pradesh,BHOPAL,S12,19
ASHOK PAWAR,Samata Samadhan Party,551,Madhya Pradesh,BHOPAL,S12,19
BALBHADRA MISHRA,Bhartiya Jan Yug Party,523,Madhya Pradesh,BHOPAL,S12,19
DANIEL JOHN,Independent,465,Madhya Pradesh,BHOPAL,S12,19
PRABHAWATI SHAKYA KHOT,Independent,425,Madhya Pradesh,BHOPAL,S12,19
PEEYUSH SONI,Independent,421,Madhya Pradesh,BHOPAL,S12,19
None of the Above,None of the Above,5181,Madhya Pradesh,BHOPAL,S12,19
RODMAL NAGAR,Bharatiya Janata Party,596727,Madhya Pradesh,RAJGARH,S12,20
AMLABE NARAYAN SINGH,Indian National Congress,367990,Madhya Pradesh,RAJGARH,S12,20
DR.SHIVNARAYAN VERMA,Bahujan Samaj Party,13864,Madhya Pradesh,RAJGARH,S12,20
ROD JI,Independent,8818,Madhya Pradesh,RAJGARH,S12,20
DR.PRASHANT TRIPATHI,Aam Aadmi Party,8699,Madhya Pradesh,RAJGARH,S12,20
IMAMUDDIN KHAN,Independent,4334,Madhya Pradesh,RAJGARH,S12,20
None of the Above,None of the Above,10292,Madhya Pradesh,RAJGARH,S12,20
MANOHAR UNTWAL,Bharatiya Janata Party,665646,Madhya Pradesh,DEWAS,S12,21
SAJJAN SINGH VERMA,Indian National Congress,405333,Madhya Pradesh,DEWAS,S12,21
GOKUL PRASAD DONGARE,Bahujan Samaj Party,17238,Madhya Pradesh,DEWAS,S12,21
KAMAL SINGH CHOUHAN,Prajatantrik Samadhan Party,16376,Madhya Pradesh,DEWAS,S12,21
SAJAN SINGH,Independent,10113,Madhya Pradesh,DEWAS,S12,21
RADHESHYAM MALVIYA,Independent,4862,Madhya Pradesh,DEWAS,S12,21
HEMRAJ SINGH BAMNIYA,Bahujan Sangharshh Dal,4657,Madhya Pradesh,DEWAS,S12,21
SUJEET SANGTE,Aam Aadmi Party,4216,Madhya Pradesh,DEWAS,S12,21
MANOHAR AHIRIYA,Independent,2763,Madhya Pradesh,DEWAS,S12,21
SOUDAN SINGH DALMIYA,Bahujan Mukti Party,1509,Madhya Pradesh,DEWAS,S12,21
SOBHAL SINGH SISODIYA,Samata Samadhan Party,1002,Madhya Pradesh,DEWAS,S12,21
None of the Above,None of the Above,10253,Madhya Pradesh,DEWAS,S12,21
PROF. CHINTAMANI MALVIYA,Bharatiya Janata Party,641101,Madhya Pradesh,UJJAIN,S12,22
PREMCHAND GUDDU,Indian National Congress,331438,Madhya Pradesh,UJJAIN,S12,22
RAMPRASAD JATWA,Bahujan Samaj Party,9969,Madhya Pradesh,UJJAIN,S12,22
ANEETA HINDOLIYA,Aam Aadmi Party,5917,Madhya Pradesh,UJJAIN,S12,22
ANIL PALE,Bahujan Sangharshh Dal,4439,Madhya Pradesh,UJJAIN,S12,22
SURENDRA MEHAR,Independent,3636,Madhya Pradesh,UJJAIN,S12,22
LALCHAND GOMAY BERWA,Independent,2015,Madhya Pradesh,UJJAIN,S12,22
ASHOK,Independent,1669,Madhya Pradesh,UJJAIN,S12,22
RADHESHAYAM PANAVAR,All India Forward Bloc,1257,Madhya Pradesh,UJJAIN,S12,22
NANDLAL CHAUHAN,Bahujan Mukti Party,927,Madhya Pradesh,UJJAIN,S12,22
BHAWARLAL TUFAN,Jai Maha Bharath Party,902,Madhya Pradesh,UJJAIN,S12,22
ER. BRAJMOHAN MALVIYA,Prajatantrik Samadhan Party,848,Madhya Pradesh,UJJAIN,S12,22
None of the Above,None of the Above,12287,Madhya Pradesh,UJJAIN,S12,22
SUDHIR GUPTA,Bharatiya Janata Party,698335,Madhya Pradesh,MANDSOUR,S12,23
MEENAKSHI NATARAJAN,Indian National Congress,394686,Madhya Pradesh,MANDSOUR,S12,23
PARAS SAKLECHA DADA,Aam Aadmi Party,10183,Madhya Pradesh,MANDSOUR,S12,23
MINAKSHI PANDEY,Independent,8333,Madhya Pradesh,MANDSOUR,S12,23
KRANTIPARIVARTAN,Bahujan Samaj Party,8104,Madhya Pradesh,MANDSOUR,S12,23
SHAIKH AZIZUDDIN QURAISHI,All India Forward Bloc,7992,Madhya Pradesh,MANDSOUR,S12,23
SUDHIR GAUTAM,Independent,7615,Madhya Pradesh,MANDSOUR,S12,23
BANSHI LAL PATIDAR,Bahujan Sangharshh Dal,3501,Madhya Pradesh,MANDSOUR,S12,23
BANO BI,Bharatiya Minorities Suraksha Mahasangh,3441,Madhya Pradesh,MANDSOUR,S12,23
MINAKSHI CHOUHAN,Independent,3151,Madhya Pradesh,MANDSOUR,S12,23
